,order_id,duty,driver_id,product_id,city_id,normal_distance,gmv,is_anycar,team_id,biz_status,sp_flag,is_valid,driver_grade,avg_d_five_star,avg_d_becompliant,avg_d_compliant,apr_uid,dif_birth_time,dif_work_time,os_type
32,17620107591732.0,1,563123457036289.0,3,5,6.6,25.14,1,1,1,1,1,6,2.0,0.0,0.0,734362.0,13.44832176,1326.3940630000002,new_sys
33,17620108092978.0,1,565591954892754.0,3,2,18.3,60.43,0,8,1,1,1,6,1.2,0.133333333,0.0,173836.0,13.44378472,940.3728356,old_sys
34,17620118214738.0,1,566492555055003.0,3,34,2.9,9.0,0,3,1,1,1,6,1.882352941,0.117647059,0.0,736030.0,13.37328704,803.2948495,new_sys
35,17620118906226.0,1,580542489229276.0,3,34,1.1,10.5,0,1,1,1,0,6,1.588235294,0.176470588,0.0,736020.0,13.36819444,163.2868866,new_sys
36,17620120743231.0,1,580542352082712.0,3,23,15.0,40.51,0,1,1,1,0,6,2.0,0.115384615,0.115384615,735964.0,13.35564815,288.1652778,new_sys
37,17620121392981.0,1,580542429693401.0,3,2,12.6,42.7,0,3,1,1,0,6,1.529411765,0.058823529000000006,0.0,734444.0,13.35212963,221.42033560000002,new_sys
38,17620129289380.0,1,565056682268060.0,3,2,8.8,36.18,0,3,1,1,0,6,2.291666667,0.041666667000000004,0.041666667000000004,173830.0,13.29777778,883.5554860999999,old_sys
39,17620134488946.0,1,563407991873536.0,3,5,6.1,24.03,1,3,1,1,1,6,1.65,0.15,0.0,735984.0,13.26545139,1034.312975,new_sys
40,17620144247419.0,1,563877114683398.0,3,2,11.2,43.35,0,8,1,1,1,6,1.75,0.0,0.0,173830.0,13.20625,1265.235428,old_sys
41,17620144849334.0,1,580542288048664.0,3,2,7.8,24.15,0,1,1,1,0,6,1.0909090909999999,0.0,0.0,734362.0,13.20131944,390.2804745,new_sys
42,17620148055071.0,1,566242607377261.0,3,2,6.4,21.0,0,1,1,1,1,6,2.454545455,0.0,0.0,736020.0,13.17783565,837.3878704,new_sys
43,17620149665674.0,1,580542276200763.0,3,2,3.7,16.0,0,3,1,1,0,6,2.0526315790000003,0.10526315800000001,0.0,736072.0,13.16568287,301.55748839999995,new_sys
44,17620150716790.0,1,567950192391899.0,3,23,1.5,9.0,0,3,1,1,1,6,2.545454545,0.0,0.090909091,736072.0,13.158078699999999,584.6169676,new_sys
45,17620163017096.0,1,580542561629220.0,3,23,12.6,35.69,1,1,1,1,0,6,2.8461538460000004,0.076923077,0.0,736064.0,13.05466435,144.60003469999998,new_sys
46,17620176130866.0,1,566152915655786.0,3,38,4.4,15.92,0,1,1,1,0,6,2.3809523809999997,0.047619048,0.0,734380.0,12.82482639,476.59927080000006,new_sys
47,17620178511811.0,1,580542450634991.0,3,11,30.4,100.84,0,3,1,1,0,6,2.807692308,0.038461537999999997,0.0,736038.0,12.70458333,219.46083330000002,new_sys
48,17620178513322.0,1,565293771791152.0,3,23,19.4,59.73,0,1,1,1,1,6,2.8461538460000004,0.0,0.038461537999999997,735978.0,12.70452546,1014.610718,new_sys
49,17620180106135.0,1,565253353646309.0,3,85,4.4,15.36,0,3,1,1,1,6,2.166666667,0.0,0.0,734360.0,12.68407407,1021.514861,new_sys
50,17620182856033.0,1,565613197859002.0,3,23,4.2,10.51,0,3,1,1,1,6,2.269230769,0.038461537999999997,0.0,179216.0,12.66162037,914.4065509,old_sys
51,17620193230298.0,1,565531165065954.0,3,5,17.5,54.05,0,1,1,1,1,6,3.375,0.083333333,0.0,722004.0,12.57510417,972.6389698999999,new_sys
52,17620194685497.0,1,598134330335416.0,3,9,2.0,7.5,0,1,1,1,0,6,1.6818181819999998,0.045454545,0.0,736068.0,12.56200231,76.28966435,new_sys
53,17620194715474.0,1,567950197224287.0,3,9,8.5,22.65,0,1,1,1,1,6,2.25,0.25,0.083333333,722012.0,12.55965278,575.6602662,new_sys
54,17620196777146.0,1,565877185382127.0,3,32,4.2,17.22,0,1,1,1,0,6,1.894736842,0.0,0.0,175346.0,12.53959491,266.2347222,old_sys
55,17620197939209.0,1,564829127708256.0,3,38,6.8,19.04,0,1,1,1,1,6,2.4,0.0,0.05,722012.0,12.52773148,680.3852315,new_sys
56,17620203494395.0,1,580542305876620.0,1,47,1.4,15.02,0,3,1,1,0,5,0.0,0.25,1.25,722000.0,12.46770833,212.49899309999998,new_sys
57,17620203679055.0,1,564837719024240.0,3,24,1.7,11.6,0,1,1,1,1,6,3.12,0.0,0.0,736060.0,12.464733800000001,1021.2783800000001,new_sys
58,17620209701754.0,1,565964435623210.0,3,11,10.3,29.39,0,1,1,1,0,6,2.0,0.047619048,0.0,736082.0,12.40238426,894.4384375,new_sys
59,17620218628729.0,1,580542282775477.0,3,5,2.3,15.1,1,3,1,1,0,6,1.2727272729999999,0.0,0.045454545,736074.0,12.31423611,398.5711458,new_sys
60,17620233659572.0,1,567950187683800.0,3,2,3.9,17.32,0,1,1,1,0,6,2.736842105,0.10526315800000001,0.10526315800000001,736020.0,12.18677083,266.6514931,new_sys
61,17620235177929.0,1,567950160743045.0,3,2,6.4,19.97,0,1,1,1,1,6,0.37837837799999996,0.027027027000000002,0.0,735978.0,12.17115741,616.6066204,new_sys
62,17620237947941.0,1,565506160142037.0,3,2,18.3,44.0,0,8,1,1,1,6,0.857142857,0.0,0.0,736074.0,12.14377315,975.3480671,new_sys
63,17620238502042.0,1,564693674036023.0,3,2,14.0,42.45,0,1,1,1,0,6,1.391304348,0.086956522,0.043478261,722004.0,12.13671296,185.1369676,new_sys
64,17620263228157.0,1,580542477568523.0,3,11,4.4,17.68,1,1,1,0,0,6,2.631578947,0.052631579000000005,0.052631579000000005,730296.0,11.65052083,172.6344792,new_sys
65,17620263364741.0,1,567950196942644.0,3,11,3.0,9.7,0,3,1,1,1,6,2.307692308,0.0,0.0,726154.0,11.65070602,577.1793866,new_sys
66,17620265479836.0,1,564562885811827.0,3,2,6.4,23.82,0,3,1,1,1,6,2.3,0.0,0.0,722012.0,11.63515046,1034.571007,new_sys
67,17620267949279.0,1,565705934646885.0,3,2,9.0,41.2,0,1,1,1,1,6,1.5555555559999998,0.0,0.0,722012.0,11.61490741,941.5386573999999,new_sys
68,17620271352193.0,1,580542260809981.0,3,5,2.9,16.6,0,1,1,1,0,6,1.434782609,0.086956522,0.0,734438.0,11.58399306,437.48141200000003,new_sys
69,17620274887557.0,1,567950053206864.0,3,47,6.0,15.96,0,1,1,1,0,6,2.52,0.0,0.0,722012.0,11.5474537,121.51400459999999,new_sys
70,17620283197611.0,1,567950014438800.0,3,34,55.9,197.3,0,1,1,1,1,6,1.380952381,0.19047619,0.0,736054.0,11.45612269,699.5162962999999,new_sys
71,17620283553806.0,1,563530310946816.0,1,5,6.3,37.51,0,3,1,1,0,5,0.0,1.0,0.0,722012.0,11.4524537,1325.514514,new_sys
72,17620284568506.0,1,567950133553325.0,3,23,8.5,20.83,0,1,1,1,0,6,2.307692308,0.0,0.0,736038.0,11.439328699999999,628.6493403,new_sys
73,17620284659089.0,1,580542234098868.0,3,2,16.7,51.84,0,3,1,1,0,6,1.48,0.04,0.0,734444.0,11.44090278,480.60983799999997,new_sys
74,17620288747651.0,1,580542561582117.0,3,23,2.0,9.0,0,1,1,1,0,7,4.0,0.071428571,0.0,175350.0,11.39755787,139.6114352,old_sys
75,17620292440269.0,1,580542306111860.0,3,34,5.2,22.4,0,1,1,1,0,6,1.9,0.0,0.0,736054.0,11.356875,350.2839583,new_sys
76,17620295749881.0,1,580542340482012.0,3,9,8.6,20.01,0,1,1,1,0,6,1.75,0.0,0.05,183160.0,11.33381944,302.2191088,old_sys
77,17620296520691.0,1,580542515100112.0,3,2,11.5,37.88,0,1,1,1,0,7,2.066666667,0.46666666700000003,0.133333333,734438.0,11.32732639,164.58854169999998,new_sys
78,17620297116125.0,1,565138172089818.0,3,2,32.0,119.64,0,8,1,1,1,6,1.75,0.0,0.0,735986.0,11.32230324,1014.35691,new_sys
79,17620298707978.0,1,563832764108805.0,3,5,6.9,33.9,0,3,1,1,1,6,1.277777778,0.055555556,0.0,736004.0,11.30532407,1272.551123,new_sys
80,17620299433596.0,1,567949977062123.0,3,5,8.7,41.85,0,1,1,1,1,6,1.5625,0.0625,0.0,735986.0,11.29947917,776.4286457999999,new_sys
81,17620302539496.0,1,580542333259437.0,3,2,12.4,61.92,0,3,1,1,0,6,2.0,0.0,0.0,736046.0,11.2703125,317.2311343,new_sys
82,17620307037766.0,1,567950020294897.0,3,9,4.4,10.45,0,1,1,1,1,6,1.5555555559999998,0.055555556,0.0,175336.0,11.23241898,747.2508565,old_sys
83,17620309625903.0,1,567949966669447.0,3,47,5.9,18.44,0,1,1,1,0,6,1.9230769230000002,0.0,0.076923077,736066.0,11.20981481,785.6371181,new_sys
84,17620312935745.0,1,580542166688894.0,3,23,11.6,23.82,0,1,1,1,0,6,2.3157894740000002,0.0,0.052631579000000005,734358.0,11.17847222,488.5940278,new_sys
85,17620313237634.0,1,566334690305827.0,3,23,6.2,12.99,0,3,1,1,1,6,2.357142857,0.071428571,0.0,734366.0,11.17666667,830.3096528,new_sys
86,17620313793935.0,1,565565674095193.0,3,2,6.7,23.31,0,3,1,1,1,6,1.533333333,0.333333333,0.0,735986.0,11.17105324,966.5335301000001,new_sys
87,17620326411915.0,1,580542291407740.0,3,23,6.3,21.31,0,1,1,1,0,7,3.1538461539999996,0.0,0.0,175346.0,11.02655093,384.2491898,old_sys
88,17620335033154.0,1,580542346446477.0,3,20,26.2,80.92,0,1,1,1,0,6,2.3181818180000002,0.0,0.0,734352.0,10.76702546,293.2334838,new_sys
89,17620335898019.0,1,580542280540028.0,3,11,3.9,11.13,0,3,1,1,0,6,1.388888889,0.166666667,0.055555556,736042.0,10.72490741,403.52594910000005,new_sys
90,17620350482918.0,1,580542142808672.0,3,2,4.1,13.35,0,3,1,1,0,6,1.625,0.0,0.0,726128.0,10.58178241,343.2700579,new_sys
91,17620355504441.0,1,580542289640041.0,3,11,5.0,17.22,1,3,1,1,0,6,1.64,0.04,0.0,736064.0,10.53596065,384.6984954,new_sys
92,17620356375707.0,1,565777931379058.0,3,11,12.4,33.87,0,1,1,1,1,6,2.0,0.2,0.0,736046.0,10.52496528,926.2000231000001,new_sys
93,17620366090399.0,1,563437870063616.0,3,5,22.5,68.15,0,1,1,1,1,6,1.4090909090000001,0.045454545,0.0,735988.0,10.425671300000001,1342.830116,new_sys
94,17620366153018.0,1,566032230524243.0,3,23,1.9,9.0,0,1,1,1,1,6,2.409090909,0.090909091,0.0,734436.0,10.42453704,883.4669560000001,new_sys
95,17620366331200.0,1,580542173445845.0,3,2,40.8,166.85,0,1,1,1,0,6,1.142857143,0.071428571,0.0,735984.0,10.42283565,396.46425930000004,new_sys
96,17620369487777.0,1,580542336934340.0,3,5,7.0,33.6,0,1,1,1,0,6,0.772727273,0.0,0.0,734358.0,10.39481481,287.3179398,new_sys
97,17620370141061.0,1,566323841139879.0,4,34,4.6,21.86,0,1,1,1,1,6,2.0,0.0,0.0,734380.0,10.38681713,832.5014699,new_sys
98,17620371128599.0,1,565027691234351.0,3,38,10.2,29.44,0,1,1,1,1,6,2.3913043480000002,0.0,0.0,735974.0,10.37875,1059.515799,new_sys
99,17620377416340.0,1,565845835318682.0,3,2,4.1,16.65,0,1,1,1,1,6,1.388888889,0.055555556,0.0,173836.0,10.31989583,916.2351273,old_sys
100,17620377650214.0,1,580542364116800.0,3,5,12.7,41.54,0,3,1,1,0,6,1.333333333,0.055555556,0.055555556,736048.0,10.31484954,242.37144680000003,new_sys
101,17620387393024.0,1,563768316530689.0,3,23,6.0,37.49,0,1,1,1,1,6,2.4761904759999998,0.0,0.19047619,735988.0,10.24282407,974.3846758999999,new_sys
102,17620389878664.0,1,580542320061463.0,3,23,8.8,19.14,0,3,1,1,0,6,3.0,0.037037037,0.0,172658.0,10.22384259,325.5251736,old_sys
103,17620392011399.0,1,563332954853376.0,3,2,9.7,39.86,0,3,1,1,0,6,2.0625,0.0625,0.0,735976.0,10.20729167,1333.313484,new_sys
104,17620393253293.0,1,564061544583168.0,3,23,2.9,11.5,0,1,1,1,0,6,2.095238095,0.28571428600000004,0.047619048,736074.0,10.19854167,196.2405671,new_sys
105,17620393860533.0,1,580542316782824.0,3,5,3.3,19.0,0,3,1,1,0,6,2.2,0.0,0.0,734380.0,10.19454861,265.3998727,new_sys
106,17620401671805.0,1,565949807470901.0,3,5,1.2,11.0,0,1,1,1,0,6,1.8666666669999998,0.0,0.0,735998.0,10.12388889,463.14640049999997,new_sys
107,17620402195237.0,1,580542507988970.0,3,5,6.5,27.5,0,3,1,1,0,6,1.411764706,0.058823529000000006,0.0,736084.0,10.12,172.2010764,new_sys
108,17620421830720.0,1,567950102406082.0,3,23,13.5,41.25,0,1,1,1,0,6,2.0434782609999997,0.0,0.0,734380.0,9.771608796,633.6110764,new_sys
109,17620424232646.0,1,580542139902147.0,3,23,3.9,16.64,1,1,1,1,0,6,2.083333333,0.0,0.0,736048.0,9.677476852,478.66160880000007,new_sys
110,17620426483097.0,1,580542376423290.0,3,23,21.2,58.02,0,1,1,1,0,6,1.952380952,0.0,0.0,734428.0,9.652708333,262.345544,new_sys
111,17620427366733.0,1,565631458152880.0,3,34,2.5,10.5,0,3,1,1,1,6,2.363636364,0.0,0.0,734428.0,9.645138889,612.6480556,new_sys
112,17620429475807.0,1,567950045534500.0,3,2,19.2,55.85,0,1,1,1,1,6,1.25,0.05,0.0,736038.0,9.625231481,704.5821875,new_sys
113,17620431183048.0,1,580542623029601.0,3,34,5.8,19.28,0,1,1,1,0,6,1.5769230769999998,0.0,0.0,735962.0,9.606284722,92.5037037,new_sys
114,17620432563959.0,1,580542302634288.0,3,34,4.1,11.56,0,1,1,1,0,6,1.545454545,0.0,0.090909091,735952.0,9.592418981,347.2214815,new_sys
115,17620433272086.0,1,580542288159412.0,3,5,3.9,12.98,0,3,1,1,0,6,1.565217391,0.086956522,0.0,179216.0,9.582430556,149.34565969999997,old_sys
116,17620434648770.0,1,567949974255029.0,3,2,37.2,137.89,0,3,1,1,1,6,1.7222222219999999,0.055555556,0.0,739954.0,9.57025463,776.4319676,new_sys
117,17620435118826.0,1,580542268145113.0,3,34,6.9,26.31,0,1,1,1,0,6,1.636363636,0.0,0.0,736074.0,9.565462963,422.5320023,new_sys
118,17620436392385.0,1,565409939592693.0,3,35,3.7,10.67,0,1,1,1,1,6,1.772727273,0.0,0.0,734428.0,9.55099537,967.621875,new_sys
119,17620440820435.0,1,565903683363222.0,3,2,37.4,129.23,0,1,1,1,1,6,1.166666667,0.0,0.166666667,736036.0,9.506377315,906.2754398,new_sys
120,17620443620710.0,1,580542489229276.0,3,34,2.8,10.5,0,1,1,1,0,6,1.588235294,0.176470588,0.0,736076.0,9.481805556,163.2868866,new_sys
121,17620445804984.0,1,563530258055171.0,3,5,25.1,95.76,0,3,1,1,0,6,1.6521739130000002,0.0,0.0,735974.0,9.461342593,1052.203102,new_sys
122,17620448769881.0,1,580542162149943.0,3,34,18.2,65.8,0,3,1,1,0,6,1.75,0.0625,0.0,735978.0,9.430092593,511.5133681,new_sys
123,17620451560724.0,1,567950171006112.0,3,23,3.7,13.2,0,3,1,1,0,6,2.888888889,0.111111111,0.0,736076.0,9.405787037,400.144537,new_sys
124,17620453944073.0,1,580542349013001.0,3,9,13.0,27.5,0,1,1,1,0,6,2.0,0.0,0.0,736048.0,9.383553241,293.201794,new_sys
125,17620454807665.0,1,564777137734288.0,3,5,13.6,51.9,0,1,1,1,1,6,1.222222222,0.0,0.0,734428.0,9.373275462999999,1104.605486,new_sys
126,17620463989533.0,1,580542285213215.0,3,11,14.0,46.2,0,3,1,1,0,6,2.3809523809999997,0.0,0.0,736084.0,9.286597222000001,393.7021759,new_sys
127,17620464030172.0,1,580542306757734.0,3,85,5.4,24.57,0,3,1,1,0,6,1.153846154,0.0,0.0,175344.0,9.287430556,352.6818981,old_sys
128,17620469485361.0,1,580542253328070.0,3,5,40.8,160.56,0,3,1,1,0,6,1.266666667,0.0,0.133333333,736038.0,9.247673611,433.46270830000003,new_sys
129,17620472452163.0,1,566102958021103.0,3,11,1.9,9.0,0,1,1,1,1,6,1.857142857,0.095238095,0.0,734428.0,9.225474537,871.3253935,new_sys
130,17620474290643.0,1,566356704698435.0,3,85,4.8,16.51,0,3,1,1,1,6,2.565217391,0.043478261,0.0,735992.0,9.211701389,820.3869559999999,new_sys
131,17620477719284.0,1,564588964615168.0,3,23,15.9,45.49,0,1,1,1,1,6,2.16,0.04,0.04,734428.0,9.181111111,1139.524722,new_sys
132,17620487623706.0,1,564161539543040.0,3,2,8.0,31.16,0,3,1,1,0,6,2.3125,0.0625,0.0,735964.0,9.087986111000001,1214.631991,new_sys
133,17620494589122.0,1,563923030773761.0,3,2,3.2,17.18,0,3,1,1,1,6,1.533333333,0.0,0.0,736004.0,8.995474537,1256.578507,new_sys
134,17620506095424.0,1,567950114802101.0,3,11,1.4,9.0,0,1,1,1,0,6,2.0,0.0,0.0,735954.0,8.655324074,665.5424537,new_sys
135,17620507619866.0,1,566254405157099.0,3,9,1.5,8.5,0,1,1,1,1,6,1.6521739130000002,0.0,0.043478261,735984.0,8.635752315,896.9993056,new_sys
136,17620525662767.0,1,563985235968000.0,3,3,18.0,63.1,0,3,1,1,1,6,1.2352941179999999,0.117647059,0.0,736056.0,8.439479167,1245.560718,new_sys
137,17620526253736.0,1,567950045417400.0,3,23,19.2,47.82,0,1,1,1,1,6,2.260869565,0.130434783,0.0,736072.0,8.433090278,726.5037963,new_sys
138,17620528046398.0,1,580542252979068.0,3,2,11.3,63.68,0,1,1,1,0,6,2.0625,0.0,0.0,736084.0,8.41568287,453.1589699,new_sys
139,17620538615581.0,1,563621349031937.0,3,2,5.9,25.48,0,3,1,1,0,6,1.476190476,0.047619048,0.0,734380.0,8.316793981,1310.421366,new_sys
140,17620538937965.0,1,563321638555651.0,1,2,49.6,220.42,0,1,1,1,1,5,0.0,0.2,1.0,744742.0,8.312685185,1299.3150460000002,new_sys
141,17620540571257.0,1,565865252064911.0,3,9,2.6,8.61,0,3,1,1,1,6,1.727272727,0.0,0.0,739976.0,8.299247685,912.3948611,new_sys
142,17620544794960.0,1,564669483385378.0,3,23,2.0,9.0,0,1,1,1,1,6,1.947368421,0.052631579000000005,0.0,735996.0,8.263993056,1125.306343,new_sys
143,17620548646930.0,1,580542164674427.0,3,5,4.0,20.7,0,3,1,1,0,6,1.8333333330000001,0.0,0.0,734382.0,8.234467593,530.5635532,new_sys
144,17620551861525.0,1,580542161957905.0,3,21,43.1,131.93,0,1,1,1,0,6,2.136363636,0.090909091,0.0,734428.0,8.208055556,486.5884143999999,new_sys
145,17620565397064.0,1,580542336577843.0,3,34,5.3,22.63,0,1,1,1,0,6,2.227272727,0.045454545,0.0,739928.0,8.065335648,254.27449069999997,new_sys
146,17620588345312.0,1,567950020004515.0,3,47,1.9,10.2,0,1,1,1,0,6,3.0,0.0,0.115384615,736036.0,7.6080324070000005,409.7018171,new_sys
147,17620588938415.0,1,565285000909955.0,3,5,3.9,22.25,0,3,1,1,1,6,0.842105263,0.052631579000000005,0.10526315800000001,736054.0,7.6019675929999995,991.4812847000001,new_sys
148,17620593417079.0,1,563544410165249.0,3,2,4.1,13.35,0,3,1,1,0,6,0.545454545,0.0,0.090909091,734440.0,7.560358796,243.2586111,new_sys
149,17620596014614.0,1,580542331596731.0,3,11,4.7,10.9,0,1,1,1,0,6,3.416666667,0.0,0.0,736048.0,7.53369213,313.5045255,new_sys
150,17620596293195.0,1,565852019236669.0,3,2,15.1,45.26,0,7,1,1,1,6,1.705882353,0.058823529000000006,0.0,736076.0,7.5312731479999995,888.5928241,new_sys
151,17620600992012.0,1,563965218066432.0,3,5,43.2,167.22,0,3,1,1,1,6,1.6956521740000001,0.043478261,0.043478261,739924.0,7.482002315,752.6569329,new_sys
152,17620615189018.0,1,565998045038156.0,3,23,10.9,25.31,0,3,1,1,1,6,2.5,0.035714286,0.0,736004.0,7.332847222000001,870.3906713,new_sys
153,17620616147672.0,1,580542415492253.0,3,5,40.8,168.93,0,3,1,1,0,6,1.5,0.0,0.0,736062.0,7.324236111,262.3714931,new_sys
154,17620618319353.0,1,566464974625820.0,3,2,12.5,42.6,0,3,1,1,0,6,1.733333333,0.066666667,0.066666667,736046.0,7.30224537,808.1322917,new_sys
155,17620619034701.0,1,567950197311116.0,3,9,2.7,10.07,0,1,1,1,1,6,1.5384615380000002,0.0,0.0,736036.0,7.294965277999999,575.5585185,new_sys
156,17620619602869.0,1,563587521449984.0,3,5,2.4,14.55,0,1,1,1,1,6,1.294117647,0.176470588,0.470588235,739940.0,7.288425926,669.1447222,new_sys
157,17620619924984.0,1,565970523727277.0,1,5,3.2,38.6,0,3,1,1,0,5,0.0,0.0,0.5,722000.0,7.286111111,896.9993056,new_sys
158,17620622028251.0,1,563499915812864.0,3,5,6.3,34.75,1,3,1,1,1,6,1.466666667,0.066666667,0.0,736016.0,7.267256944,1331.496458,new_sys
159,17620625832481.0,1,567950093141322.0,1,23,46.6,180.86,0,3,1,1,1,5,0.0,0.5,0.5,726148.0,7.2386342589999995,688.4887269,new_sys
160,17620630273731.0,1,567950014231754.0,3,23,8.4,22.68,0,1,1,1,1,6,1.6470588240000001,0.0,0.0,735964.0,7.202233796,667.4108332999999,new_sys
161,17620631021572.0,1,580542315002827.0,3,2,29.4,101.33,0,1,1,1,0,6,1.307692308,0.0,0.0,736086.0,7.195405093,343.60686339999995,new_sys
162,17620631731353.0,1,564515713658529.0,3,23,13.2,32.22,0,1,1,1,0,6,1.857142857,0.0,0.0,735980.0,7.186296296,1152.296771,new_sys
163,17620635201678.0,1,563588011720705.0,3,2,3.7,13.0,0,3,1,1,1,6,1.076923077,0.0,0.0,736028.0,7.152199073999999,1287.582569,new_sys
164,17620636938734.0,1,566434635780206.0,3,9,21.5,45.0,0,1,1,1,0,6,2.235294118,0.058823529000000006,0.058823529000000006,736028.0,7.132083333,406.3392245,new_sys
165,17620640069311.0,1,565263114112881.0,3,2,18.2,65.43,0,1,1,1,1,6,2.0,0.0,0.0,736048.0,7.101770833,1020.3362619999999,new_sys
